第一次,第二次
"近义词汉语:报告,汇报,呈文,呈子,签呈,咨文,条陈汉语:报告,汇报,上告,上报,呈报,层报,申报,禀报,反映,举报,反馈俄语近义词汉语:告诉,告知,奉告,报告,告,晓,喻,语,报德语","近义词汉语:报告,汇报,呈文,呈子,签呈,咨文,条陈汉语:报告,汇报,上告,上报,呈报,层报,申报,禀报,反映,举报,反馈俄语:доклад,донесение,рапорт,отчёт英语:report,bulletin,information,lecture,speech,account,talk法语:rapporter,faireunrapportsur德语:melden,Vortrag,Vortrag,Bericht西班牙语:información,informar,informe,memoria,participación,participar,ponencia2告诉近义词汉语:告诉,告知,奉告,报告,告,晓,喻,语,报德语:sagen,mitteilen,erzählen,mitteilen,erzählen英语:intimate,letknow,tell,wise,wiseup法语:dire,fairesavoir反义词汉语:隐瞒查看关于报告的反义词>>("
"近义词汉语:处方,配方,方子,方,药方,方剂德语近义词汉语:配药,配方英语","近义词汉语:处方,配方,方子,方,药方,方剂德语:Verschreibung,einRezeptausstellen英语:prescription,recipe法语:ordonnance,prescription3配药近义词汉语:配药,配方英语:dispensation,dosage德语:abgeben,befreien,anordnen,verordnen,Medikamentverschreiben("
"近义词汉语:轻,轻飘,轻飘飘,泰山鸿毛,轻车简从,轻轻,轻于鸿毛,轻装,轻轻地,轻轻的,轻度汉语:轻,细,低,轻柔,低微,细微,细小,悄悄,幽咽,细声细气,不绝如缕,轻轻的,悄悄的,细语俄语近义词汉语:鄙视,蔑视,藐视,轻视,小视,小看,看轻,鄙薄,鄙夷,鄙弃,唾弃,轻蔑,侮蔑,不齿,菲薄,藐,薄,轻,看不起,瞧不起,不屑一顾,嗤之以鼻,文人相轻,小觑,轻敌,贬抑德语近义词汉语:轻微,微薄,菲薄,细微,微小,细小,分寸,轻,薄,一线俄语","近义词汉语:轻,轻飘,轻飘飘,泰山鸿毛,轻车简从,轻轻,轻于鸿毛,轻装,轻轻地,轻轻的,轻度汉语:轻,细,低,轻柔,低微,细微,细小,悄悄,幽咽,细声细气,不绝如缕,轻轻的,悄悄的,细语俄语:лёгкий,легко法语:léger,jeune德语:Leichtigkeit,ätherisch,leicht,leichtgewichtig,leichthin西班牙语:ingravidez,levedad,liviandad英语:gently,light,notimportant2鄙视近义词汉语:鄙视,蔑视,藐视,轻视,小视,小看,看轻,鄙薄,鄙夷,鄙弃,唾弃,轻蔑,侮蔑,不齿,菲薄,藐,薄,轻,看不起,瞧不起,不屑一顾,嗤之以鼻,文人相轻,小觑,轻敌,贬抑德语:verachten,Diskriminierung,verschmähen,abschätzig反义词汉语:尊重,敬仰,尊敬,重视,看重,景仰,崇敬,崇拜3轻微近义词汉语:轻微,微薄,菲薄,细微,微小,细小,分寸,轻,薄,一线俄语:незначительный,слабый法语:léger,insignifiant西班牙语:levedad,suavidad德语:entfernen,entfernt,geringfügig,sanft反义词汉语:严重,繁重,重大,沉重查看关于轻的反义词>>("
"近义词汉语:百,佰俄语","近义词汉语:百,佰俄语:сотни,множество,все西班牙语:centena,centenar,cien,ciento英语:allkindof,hundred,numerous("
"近义词汉语:最,顶,极,尽,绝,太,透顶,绝顶,极其,极端,极度,卓绝,不过,无上,无比,无限,无以复加,无与伦比,莫此为甚,最好,最为,至极,最最,极致,亢俄语","近义词汉语:最,顶,极,尽,绝,太,透顶,绝顶,极其,极端,极度,卓绝,不过,无上,无比,无限,无以复加,无与伦比,莫此为甚,最好,最为,至极,最最,极致,亢俄语:самый,большевсего英语:bestofall,furthest,most德语:am...sten,meist("
"近义词汉语:熔化,熔,销,铄,回炉,熔融,熔断,炼化德语","近义词汉语:熔化,熔,销,铄,回炉,熔融,熔断,炼化德语:Schmelzung,Verschmelzung,schmelzen("
"近义词汉语:滋润,润泽法语","近义词汉语:滋润,润泽法语:humidifier,humecter反义词汉语:干枯,干燥,枯燥2润泽近义词汉语:润泽,滋润,润滑,润查看关于滋润的反义词>>("
"近义词汉语:继续,连续,延续,接续,蝉联,继承,累,承,继往开来,前赴后继,前仆后继,此起彼伏,踵事增华,持续,后续,接轨,维继,存续,余波未停,此起彼落俄语近义词汉语:不断,不止,不停,不住,不休,不了,不迭,不已,不辍,无间,穿梭,源源,频频,连连,连,绵绵,缕缕,无休止,络绎不绝,没完没了,无尽无休,不绝于耳,不息,持续,日日,时时刻刻,随地,相接,相连,连发,循环不断,延绵不断,无穷的,迭起,高潮迭起,娓娓法语","近义词汉语:继续,连续,延续,接续,蝉联,继承,累,承,继往开来,前赴后继,前仆后继,此起彼伏,踵事增华,持续,后续,接轨,维继,存续,余波未停,此起彼落俄语:продолжать,продолжение德语:Fortführung,Fortsetzung,fortdauern,fortsetzen,fortführen,weiterführen,weiter-英语:continue,keepon,goon,carryover,holdon,pursue,renew,renewal,sequel,succeed,sustain葡萄牙语:continuar,continuativo,continuação西班牙语:anudar,continuación,continuar,prosecución,proseguir,reanudar,seguida,seguir反义词汉语:中断3不断近义词汉语:不断,不止,不停,不住,不休,不了,不迭,不已,不辍,无间,穿梭,源源,频频,连连,连,绵绵,缕缕,无休止,络绎不绝,没完没了,无尽无休,不绝于耳,不息,持续,日日,时时刻刻,随地,相接,相连,连发,循环不断,延绵不断,无穷的,迭起,高潮迭起,娓娓法语:sanscesse,constamment德语:fortlaufen,zusammenhängen,stetig反义词汉语:中止,停止,间断查看关于持续的反义词>>("
"近义词汉语:新鲜,鲜,清新,清馨,鲜味,生鲜葡萄牙语近义词汉语:清洁,干净,卫生,整洁,清爽,清新,洁,净,一尘不染,窗明几净,明窗净几,白净净,干干净净,洁净,净化,净空,清爽爽,无污染,清清爽爽德语","近义词汉语:新鲜,鲜,清新,清馨,鲜味,生鲜葡萄牙语:refrescar,fresco英语:freshness,greenness,novelty,verdure法语:frais,singulier,original反义词汉语:腐烂,腐败,古旧,老套,陈腐,陈旧,腐朽2清洁近义词汉语:清洁,干净,卫生,整洁,清爽,清新,洁,净,一尘不染,窗明几净,明窗净几,白净净,干干净净,洁净,净化,净空,清爽爽,无污染,清清爽爽德语:Reinheit,Reinlichkeit,Sauberkeit,Säuberungsaktion,aufbereiten,säubern,gereinigt,sauber葡萄牙语:limpar,limpo英语:cleanness,pureness,purgation西班牙语:aseo,curiosidad,higiene,limpieza,pulcritud反义词汉语:肮脏,污秽,污浊查看关于清新的反义词>>("
"近义词汉语:中等,中档,中级,中流,中游,中路,中,中间,当中,中不溜儿,高中级,高中档,中高档二档俄语","近义词汉语:中等,中档,中级,中流,中游,中路,中,中间,当中,中不溜儿,高中级,高中档,中高档二档俄语:среднегоуровня,средний德语:durchschnittlich,mässig,mittelmäßig,mittelprächtig,mittlere,mittlerer("
"近义词汉语:橄榄,青果汉语:橄榄,洋橄榄,油橄榄德语","近义词汉语:橄榄,青果汉语:橄榄,洋橄榄,油橄榄德语:Oliveira,Olivenbaum,Olive法语:olive,olivier("
"近义词汉语:照相机,相机","近义词汉语:照相机,相机("
"近义词汉语:烈火,大火,活火,火海,烈焰法语","近义词汉语:烈火,大火,活火,火海,烈焰法语:feuardent,flammeviolente英语:blaze,ragingfire("
"近义词汉语:米,大米,白米,稻米,精白米法语近义词汉语:种子,子实,子粒,种,籽,子,实,粒,米,籽儿,籽粒俄语近义词汉语:公尺,米德语","近义词汉语:米,大米,白米,稻米,精白米法语:riz,grain,mètre英语:metre,rice德语:geschälter,ungekochterReis,Reis,Meter,Reisfeld,Reis2种子近义词汉语:种子,子实,子粒,种,籽,子,实,粒,米,籽儿,籽粒俄语:семя,семена西班牙语:semen,semilla,simiente德语:Körner,Korn法语:graine,semence英语:germ,pip,seed3公尺近义词汉语:公尺,米德语:Meter,Metrik,metrisch,ZähleinheitswortfürMeter英语:meter,metre("
"近义词汉语:洞,窍,洞窟汉语:洞,孔,窦,漏洞,孔洞,孔穴,穴,窟窿,窟窿眼儿,鼻儿俄语","近义词汉语:洞,窍,洞窟汉语:洞,孔,窦,漏洞,孔洞,孔穴,穴,窟窿,窟窿眼儿,鼻儿俄语:пещера,яма法语:trou,grotte英语:cave,cavity,hole,hollow德语:Aushöhlung,Höhle,Loch,Markierung,Vertiefung西班牙语:agujero,caverna,oquedad,socavón("
"近义词汉语:延长,延伸,延,拉开,延绵俄语","近义词汉语:延长,延伸,延,拉开,延绵俄语:продлить,отсрочить葡萄牙语:protraimento,protrair,prolongação,prolongar,alongamento,alongar法语:prolonger,allonger英语:extend,prolong,continue,elongate,protract德语:ausdehnen,ausweiten,Elongation,Erweiterung,Expansion,Fortführung,Vertiefung,verlängern西班牙语:alargar,dilatar,prolongación,prolongar,prórroga,prorrogación,prorrogar反义词汉语:缩小,缩短,提前,推迟查看关于延长的反义词>>("
"近义词汉语:座,座子,底座,底盘,托,支座,托子,插座,灯座,宝座,礁盘,软座,假座俄语","近义词汉语:座,座子,底座,底盘,托,支座,托子,插座,灯座,宝座,礁盘,软座,假座俄语:место,сиденье法语:siège,place,support,socle德语:Sitz,Sternbild,("
"近义词汉语:电扇,风扇,电风扇德语","近义词汉语:电扇,风扇,电风扇德语:elektrischesGebläse,Ventilator("
"近义词汉语:膨胀,膨大,胀,涨,体膨胀,线膨胀,猛涨,暴涨,暴胀,微涨俄语","近义词汉语:膨胀,膨大,胀,涨,体膨胀,线膨胀,猛涨,暴涨,暴胀,微涨俄语:разбухать,распухать法语:segonfler,sedilater葡萄牙语:inchação,intumescente,intumescência,intumescer,dilação,dilatar,dilatação,dilatante,bojante,bojo英语:expand,swell,bulge,dilate,inflate西班牙语:dilatación,expandir,expansión,inflación德语:ausweiten,erweitern,Ausbeulung,Expansion,Schwellung,Verdickung,aufblähen,schwellen,aufgehend反义词汉语:萎缩,收缩查看关于膨胀的反义词>>("
"近义词汉语:包含,含,噙,包孕,带有,含有,含蓄,蕴涵,蕴蓄,韫,寓,蕴,蕴藏,蕴含,蕴藉,饱含,分包,隐含,富含,涵,盈盈,包蕴,暗含,深蕴,涵盖德语","近义词汉语:包含,含,噙,包孕,带有,含有,含蓄,蕴涵,蕴蓄,韫,寓,蕴,蕴藏,蕴含,蕴藉,饱含,分包,隐含,富含,涵,盈盈,包蕴,暗含,深蕴,涵盖德语:enthielt,inliegend,Begreifen,Einbindung,Eindämmung,Einfügung,Eingliederung,Einschluss,Implikation,Verwicklung,einarbeiten,implizieren,beinhaltet,enthaltend,incl.葡萄牙语:conter,incluir法语:contenir,comprendre,englober英语:comprize,contain,embody,embrace,include西班牙语:abrazar,encerrar,entrañar,importar反义词汉语:除外查看关于包含的反义词>>("
"近义词汉语:纽扣,纽,扣儿,纽子,扣子,衣扣,钮扣","近义词汉语:纽扣,纽,扣儿,纽子,扣子,衣扣,钮扣("
"近义词汉语:色釉,彩釉","近义词汉语:色釉,彩釉("
"近义词汉语:抻面,拉面","近义词汉语:抻面,拉面("
"近义词汉语:主题,正题,本题法语","近义词汉语:主题,正题,本题法语:thème,sujet葡萄牙语:tema,temático,sujeito,motivo英语:motif,subject,text,theme,topic德语:Fach,Fachausdruck,Fachbibliographie,Fachkatalog,Fächer,Lehrfach,Thema,Untertan,thematisch,Motto西班牙语:asunto,lema,sujeto,tema,temático,tesis("
"近义词汉语:夏,夏季,夏天,夏令,夏日,暑天,三夏,伏季,夏令时俄语","近义词汉语:夏,夏季,夏天,夏令,夏日,暑天,三夏,伏季,夏令时俄语:лето,летний英语:summer,summertime德语:Sommer,alterNamefürChina,XiaDynastie反义词汉语:冬季查看关于夏季的反义词>>("
"近义词汉语:工作,干活儿,做事,行事,办事,视事,劳作,坐班,干活汉语:工作,作业,业务,事务,事情,事体,务,政工法语近义词汉语:职业,工作,营生,事情,生意,生业,饭碗,差事,事,业,差,专职俄语","近义词汉语:工作,干活儿,做事,行事,办事,视事,劳作,坐班,干活汉语:工作,作业,业务,事务,事情,事体,务,政工法语:travail,besogne英语:job,work,employment,labour,pursuit,task德语:Arbeit,arbeiten,berufstätigsein西班牙语:amasijo,empleo,faena,labor,laborar,ocupación,oficio,quehacer,tajo,tarea,trabajar,trabajo反义词汉语:消遣,休息,失业2职业近义词汉语:职业,工作,营生,事情,生意,生业,饭碗,差事,事,业,差,专职俄语:занятие,профессия,профессиональный葡萄牙语:vocacional,vocação,profissional,profissão,emprego,carreira法语:métier,obligation英语:employment,job,occupation,profession,vocation,work西班牙语:carrera,empleo,oficio,profesión查看关于工作的反义词>>("
"近义词汉语:裤子,裤,下身,小衣法语","近义词汉语:裤子,裤,下身,小衣法语:pantalon,culotte英语:corduroy,pantaloon,pants,trousers,unmentionable葡萄牙语:calças,calça西班牙语:calzón,pantalón("
"近义词汉语:革命,红色,红,赤,辛亥革命,又红又专,代代红,新民主主义革命汉语:革命,变革,打天下,打江山葡萄牙语","近义词汉语:革命,红色,红,赤,辛亥革命,又红又专,代代红,新民主主义革命汉语:革命,变革,打天下,打江山葡萄牙语:revolucionário,rodopiante,rodopio,giro,rotatório,rotativo,rotação,rotar,revolver,revolução,giratório,giração,girar,girante反义词汉语:反动,保守,守旧,改良查看关于红色的反义词>>("
"近义词汉语:女人,女子,女性,女士,女儿,女,娘,妇,妇女,妇道,妇人,女人家,小娘子,女郎,巾帼,半边天,娘子军,石女,红装,家庭妇女,农妇,才女西班牙语","近义词汉语:女人,女子,女性,女士,女儿,女,娘,妇,妇女,妇道,妇人,女人家,小娘子,女郎,巾帼,半边天,娘子军,石女,红装,家庭妇女,农妇,才女西班牙语:falda,hembra,mujer,varona,varonesa英语:bimbo,carline,cummer,female,feme,frow,squaw,tit,woman,women("
"近义词汉语:大拇指,拇指,大指,巨擘,拇,擘","近义词汉语:大拇指,拇指,大指,巨擘,拇,擘("
"近义词汉语:杯,杯子,盅,盅子,盏,海俄语","近义词汉语:杯,杯子,盅,盅子,盏,海俄语:стакан,кружка,бокал,рюмка法语:verre,tasse,coupe英语:cup,calix,chalice,grail("
"近义词汉语:煮,烧,咕嘟,熬,炖,焖,煨,烩,卧,扒,闷,熘俄语","近义词汉语:煮,烧,咕嘟,熬,炖,焖,煨,烩,卧,扒,闷,熘俄语:варить,кипятить德语:kochen,dämpfen,sieden法语:cuire,fairebouillir西班牙语:cocción,cocer,cocimiento,herventar英语:boil,steam("
"近义词汉语:共同,协同,一同,一道,一起,一齐,一块儿,一路,一头,一并,联合,合伙,伙同,伙,并,合,齐,共,同,旅,偕,合办,齐声,同步,同船,协,一块,联袂,联手,手拉手,联名,同台,联机,协办,同机俄语","近义词汉语:共同,协同,一同,一道,一起,一齐,一块儿,一路,一头,一并,联合,合伙,伙同,伙,并,合,齐,共,同,旅,偕,合办,齐声,同步,同船,协,一块,联袂,联手,手拉手,联名,同台,联机,协办,同机俄语:совместный,общий,совместно,сообща德语:gemeinsam,zusammen,vereint英语:common,jointly,together反义词汉语:独自,独特,单独,特有查看关于同步的反义词>>("
"近义词汉语:惊奇,奇怪,惊异,诧异,奇异,骇异,纳罕,希罕,咋舌,惊讶,惊诧,骇怪,怪,异,奇,诧,惊愕,愕然,骇然,大惊小怪,讶异,惊呆,惊叹,叹观止矣,好奇德语近义词汉语:奇怪,古怪,诡怪,怪诞,希奇,希罕,新奇,奇妙,奇特,离奇,奇异,怪异,怪,奇,蹊跷,跷蹊,诡异,诡谲,见鬼,活见鬼,光怪陆离,千奇百怪,怪里怪气,古里古怪,怪模怪样,怪诞不经,刁钻古怪,无奇不有,闻所未闻,稀奇,稀奇古怪,好奇,奇幻,怪态,为怪,为奇,怪怪的俄语","近义词汉语:惊奇,奇怪,惊异,诧异,奇异,骇异,纳罕,希罕,咋舌,惊讶,惊诧,骇怪,怪,异,奇,诧,惊愕,愕然,骇然,大惊小怪,讶异,惊呆,惊叹,叹观止矣,好奇德语:staunen,Verblüffung葡萄牙语:maravilha,surpresa,pasmo,pasmar英语:beamazed,standinamazement,surprise,wonder,wonderment西班牙语:admiración,asombro,maravilla,maravillar,sorpresa3奇怪近义词汉语:奇怪,古怪,诡怪,怪诞,希奇,希罕,新奇,奇妙,奇特,离奇,奇异,怪异,怪,奇,蹊跷,跷蹊,诡异,诡谲,见鬼,活见鬼,光怪陆离,千奇百怪,怪里怪气,古里古怪,怪模怪样,怪诞不经,刁钻古怪,无奇不有,闻所未闻,稀奇,稀奇古怪,好奇,奇幻,怪态,为怪,为奇,怪怪的俄语:удивительный,поразительный,удивляться,поражаться法语:étrange,curieux德语:sichwundern,seltsam,merkwürdig英语:bizarrerie,grotesquerie,monstrosity,oddball,oddness反义词汉语:平常查看关于好奇的反义词>>("
"近义词汉语:甜瓜,香瓜,哈蜜瓜,哈密瓜","近义词汉语:甜瓜,香瓜,哈蜜瓜,哈密瓜("
"近义词汉语:工程,工,工事俄语","近义词汉语:工程,工,工事俄语:объект,инженерноесооружение,инженерный德语:Projekt,Bauprojekt,Gewerk,Ingenieurwesen,planen,abbilden西班牙语:ingeniería,obra英语:engineering,project,work("
"近义词汉语:动土,动工,施工,破土,破土动工","近义词汉语:动土,动工,施工,破土,破土动工反义词汉语:竣工查看关于施工的反义词>>("
"近义词汉语:玄狐,银狐","近义词汉语:玄狐,银狐("
"近义词汉语:奇怪,古怪,诡怪,怪诞,希奇,希罕,新奇,奇妙,奇特,离奇,奇异,怪异,怪,奇,蹊跷,跷蹊,诡异,诡谲,见鬼,活见鬼,光怪陆离,千奇百怪,怪里怪气,古里古怪,怪模怪样,怪诞不经,刁钻古怪,无奇不有,闻所未闻,稀奇,稀奇古怪,好奇,奇幻,怪态,为怪,为奇,怪怪的俄语","近义词汉语:奇怪,古怪,诡怪,怪诞,希奇,希罕,新奇,奇妙,奇特,离奇,奇异,怪异,怪,奇,蹊跷,跷蹊,诡异,诡谲,见鬼,活见鬼,光怪陆离,千奇百怪,怪里怪气,古里古怪,怪模怪样,怪诞不经,刁钻古怪,无奇不有,闻所未闻,稀奇,稀奇古怪,好奇,奇幻,怪态,为怪,为奇,怪怪的俄语:удивительный,поразительный,удивляться,поражаться法语:étrange,curieux德语:sichwundern,seltsam,merkwürdig英语:bizarrerie,grotesquerie,monstrosity,oddball,oddness反义词汉语:平常查看关于奇幻的反义词>>("
